url_count,ip_url_count,suspicious_tld_count,long_url_count,urgent_count,credential_count,threat_count,reply_to_mismatch,attachment_count,suspicious_attachment_count,text_length,exclamation_count,label
4,0,1,2,7,4,1,0,2,0,3036,9,1
5,3,1,2,3,5,2,1,2,2,762,0,1
8,0,2,1,6,2,4,1,3,1,2330,9,1
1,0,1,1,8,6,0,0,2,1,4952,0,1
7,2,2,0,2,1,2,0,2,2,1108,9,1
4,0,0,1,5,5,1,1,3,3,1739,3,1
2,2,1,0,6,4,4,0,3,3,4869,1,1
8,0,3,0,4,6,0,0,2,1,2772,8,1
1,0,1,0,8,5,1,1,1,0,1618,9,1
5,1,1,4,2,4,0,1,2,0,532,3,1
4,2,1,1,5,5,3,0,3,2,4001,1,1
4,3,2,0,6,2,2,1,3,1,3902,7,1
3,3,3,2,2,5,3,1,1,0,1908,7,1
8,0,0,6,6,5,4,1,3,1,2034,8,1
1,1,0,1,3,5,4,0,2,0,356,1,1
4,2,3,4,5,5,4,1,3,3,332,5,1
3,2,1,2,8,5,1,0,0,0,889,10,1
6,2,3,1,3,3,0,0,3,0,4222,4,1
8,1,3,4,7,4,4,0,1,1,4639,9,1
4,0,3,0,6,5,4,0,0,0,1112,3,1
7,2,0,4,4,2,1,1,0,0,4675,7,1
7,3,1,7,7,4,2,1,2,2,2286,0,1
2,1,2,0,2,6,4,1,1,1,372,1,1
6,3,0,2,1,1,3,0,1,1,3522,3,1
6,2,1,0,2,1,4,1,1,0,3398,5,1
4,1,2,1,1,4,4,1,1,0,4173,5,1
2,2,2,2,8,2,4,1,3,3,1681,7,1
6,0,1,4,8,5,4,1,1,0,3389,7,1
1,0,1,1,5,4,2,0,3,2,4662,0,1
3,1,0,0,2,3,3,0,3,0,4856,0,1
6,0,1,2,7,1,2,1,2,1,3111,2,1
6,2,2,5,7,1,2,0,1,1,3938,2,1
7,1,2,6,3,3,3,0,0,0,2631,3,1
7,2,0,0,5,4,5,0,2,2,2745,9,1
8,3,3,0,5,3,0,1,1,0,1106,5,1
4,2,2,1,2,1,3,0,2,1,4903,3,1
3,0,1,2,1,2,1,1,3,1,3822,3,1
7,1,2,7,7,2,2,1,3,3,1543,3,1
5,3,1,0,1,5,0,1,2,2,2835,9,1
6,3,1,1,3,5,3,1,1,0,834,3,1
3,0,2,1,8,3,3,0,2,2,3125,8,1
8,1,2,5,2,5,4,1,3,2,3331,10,1
3,3,3,2,2,3,2,1,3,0,994,1,1
5,0,0,0,7,3,2,1,2,0,1370,6,1
1,0,1,0,8,2,2,0,0,0,926,3,1
6,3,1,3,8,4,5,1,3,0,3309,10,1
2,0,1,0,6,6,4,0,1,1,434,9,1
6,1,1,5,2,1,2,1,0,0,577,10,1
5,3,1,4,5,6,0,0,2,1,944,2,1
4,1,3,0,1,1,4,0,0,0,3486,8,1
5,3,0,3,4,3,5,1,0,0,3993,3,1
8,3,0,4,3,5,5,0,0,0,865,9,1
5,1,1,0,6,2,5,0,3,1,4764,3,1
6,2,1,4,5,6,5,0,3,1,4881,0,1
4,1,2,2,5,1,2,1,1,0,4157,8,1
4,0,0,3,6,4,5,0,1,1,3714,9,1
4,3,2,4,7,2,4,1,2,1,4840,2,1
5,1,3,2,5,2,1,1,0,0,999,6,1
5,3,2,3,2,4,1,0,3,1,3167,8,1
7,0,2,4,6,1,0,1,0,0,3037,1,1
4,2,1,4,3,1,4,1,1,0,2722,5,1
5,0,1,2,2,1,0,1,2,1,1517,0,1
2,0,2,1,2,4,5,0,1,0,1014,7,1
7,2,1,7,3,1,2,0,2,2,1136,10,1
5,2,1,5,6,1,3,1,0,0,1088,1,1
6,2,3,5,4,4,4,0,3,1,4242,1,1
7,3,2,6,6,2,1,0,3,0,4559,6,1
4,1,1,1,5,2,2,1,0,0,325,8,1
8,1,1,4,3,6,2,1,0,0,3409,6,1
1,1,0,0,8,4,3,0,2,2,2031,9,1
4,0,0,4,6,5,2,1,3,3,369,8,1
8,0,3,2,1,5,3,1,2,2,2199,0,1
2,2,2,2,6,1,2,0,1,0,1332,4,1
8,0,1,7,7,1,3,0,0,0,1709,8,1
4,1,1,1,1,1,0,0,1,0,1509,7,1
7,0,2,0,8,1,3,1,0,0,1226,5,1
4,2,1,3,3,1,4,0,0,0,4077,8,1
3,2,3,3,8,1,5,0,2,2,637,2,1
2,2,1,2,6,4,3,0,3,3,365,10,1
4,0,1,1,2,3,1,0,3,0,4471,9,1
1,1,0,1,4,4,0,1,3,3,3125,0,1
7,1,3,4,7,2,2,1,2,2,2188,6,1
7,0,0,7,4,3,1,0,3,1,1819,2,1
8,2,0,5,5,4,0,1,2,0,1548,10,1
5,1,2,4,4,2,3,1,0,0,4022,3,1
6,3,0,2,3,3,4,1,3,2,3746,8,1
3,3,1,0,7,4,1,1,1,0,1048,6,1
1,0,0,0,6,2,1,0,3,3,3590,9,1
6,0,1,1,4,3,2,0,2,0,2210,2,1
8,0,1,7,1,1,0,0,0,0,4023,1,1
3,3,2,2,7,1,5,0,0,0,363,1,1
8,3,3,0,6,4,4,1,1,0,1944,1,1
3,0,2,3,8,2,1,1,0,0,2233,7,1
4,0,2,2,3,1,3,1,0,0,2868,9,1
3,0,2,3,2,5,4,1,0,0,3110,8,1
3,2,2,3,5,1,1,1,1,0,633,4,1
1,0,0,0,2,2,4,1,2,2,1626,6,1
2,0,0,0,7,1,0,1,3,1,2938,2,1
5,0,3,1,7,3,0,1,0,0,3068,10,1
3,1,1,2,3,4,4,1,1,1,3073,5,1
2,0,1,2,2,2,2,1,0,0,4888,4,1
6,2,0,4,1,5,0,1,0,0,3857,6,1
7,3,3,4,2,6,5,1,0,0,3710,6,1
3,2,2,0,1,6,3,1,2,0,1814,7,1
4,0,1,3,5,6,0,0,0,0,2379,1,1
2,0,1,0,3,5,3,1,1,0,4798,9,1
2,0,1,1,2,5,0,0,2,0,3345,4,1
2,1,2,1,8,5,3,1,0,0,706,10,1
4,3,0,1,3,6,4,0,3,0,4250,4,1
4,0,3,4,5,2,4,1,1,1,2463,3,1
2,2,2,0,6,1,2,1,3,0,1338,0,1
2,2,2,0,3,1,0,0,2,1,3923,1,1
8,1,3,5,7,4,5,1,0,0,4198,6,1
8,2,3,0,6,6,4,1,1,0,3430,4,1
6,1,3,2,2,4,4,1,2,2,508,4,1
7,3,1,3,8,5,4,1,3,2,4780,10,1
8,1,1,0,6,3,5,1,1,0,2885,3,1
2,2,2,1,2,1,4,1,0,0,3689,1,1
1,1,0,1,4,5,3,1,1,0,3648,10,1
4,1,1,1,2,5,0,0,3,0,707,10,1
1,0,1,0,1,1,2,0,3,2,2187,3,1
4,1,2,4,7,2,0,0,2,1,3156,10,1
5,0,3,0,3,4,3,1,0,0,4006,5,1
2,2,0,1,4,6,1,0,1,0,4308,8,1
2,1,2,0,3,1,5,1,3,0,3641,0,1
7,1,0,2,3,2,5,0,0,0,4785,10,1
8,3,1,1,1,6,4,1,1,0,3548,3,1
2,1,1,0,2,2,4,0,1,1,736,0,1
5,0,1,2,8,1,0,0,3,2,1277,6,1
8,3,2,0,3,4,2,1,0,0,1878,2,1
1,1,1,0,8,3,2,1,3,1,3149,0,1
4,1,1,3,2,3,3,0,1,0,3823,1,1
1,1,0,1,1,2,2,1,3,2,4850,4,1
3,3,3,3,8,5,2,0,0,0,1275,0,1
4,1,1,1,2,1,3,0,3,2,3338,8,1
8,2,2,3,7,4,4,0,3,0,3859,4,1
4,3,2,4,1,5,1,1,2,2,2392,0,1
1,0,0,1,1,4,5,0,2,2,3946,9,1
3,1,0,3,1,4,3,1,2,1,1139,5,1
4,2,2,0,2,1,3,0,0,0,1063,9,1
3,2,1,1,7,5,4,1,2,0,394,0,1
3,0,3,0,6,5,3,0,1,0,3077,9,1
1,0,0,0,2,3,2,0,2,2,4864,7,1
2,1,0,2,6,1,1,1,1,1,1263,1,1
1,0,1,0,6,1,2,1,2,0,1558,5,1
2,2,2,0,5,1,1,1,0,0,4490,2,1
7,0,2,7,3,5,3,1,1,0,3870,2,1
4,1,0,0,1,3,1,0,0,0,4137,7,1
5,0,0,2,2,2,1,0,3,0,1005,4,1
8,1,2,3,1,3,2,1,2,0,3321,5,1
2,0,0,1,1,1,5,0,3,3,4994,6,1
1,0,1,1,1,3,3,0,2,2,1993,4,1
4,1,3,4,5,3,2,0,3,2,768,1,1
4,2,3,4,5,3,5,1,2,2,2125,6,1
3,1,1,0,3,1,5,0,3,2,4146,10,1
8,1,0,5,1,6,1,0,0,0,3843,10,1
1,0,0,0,7,5,3,0,3,1,3105,4,1
8,1,3,0,6,6,5,0,0,0,2389,0,1
8,2,0,8,2,1,0,1,1,1,3581,9,1
2,1,2,2,8,1,2,1,1,1,2295,5,1
2,2,1,1,3,5,1,1,3,1,314,9,1
4,0,1,2,1,6,2,0,1,0,416,9,1
1,0,1,0,4,3,1,0,3,3,4115,2,1
6,1,2,0,8,6,0,1,2,2,800,8,1
7,1,0,4,2,5,2,0,0,0,3321,6,1
3,0,0,2,2,4,5,1,0,0,999,4,1
4,1,1,1,2,5,5,0,0,0,4437,10,1
4,3,3,0,8,4,3,1,1,0,3066,8,1
8,2,0,4,6,1,4,0,2,2,2974,3,1
6,0,1,6,8,2,4,1,1,1,3107,10,1
4,2,2,2,6,6,1,0,3,2,1363,9,1
8,1,0,5,2,1,1,0,2,2,4733,4,1
2,2,1,1,5,5,5,0,3,2,1130,10,1
3,3,2,1,4,2,1,0,3,0,2253,2,1
2,1,1,0,5,1,0,1,1,1,4893,6,1
7,0,1,4,3,4,3,0,2,0,4956,10,1
4,3,2,0,4,6,2,1,2,2,4513,0,1
5,1,0,5,4,3,2,1,0,0,2869,3,1
2,2,0,2,7,2,5,1,0,0,1676,1,1
4,1,1,0,7,5,0,1,3,1,1263,1,1
4,2,0,2,2,3,5,1,1,1,3976,4,1
7,2,0,1,2,5,5,1,2,0,3868,1,1
5,3,1,2,3,6,4,1,0,0,3058,2,1
8,2,2,3,8,4,4,0,2,0,692,5,1
1,0,0,1,2,6,3,1,1,1,375,1,1
2,0,0,1,5,2,3,0,3,0,894,10,1
8,3,0,1,1,3,3,0,3,3,2300,9,1
1,1,1,1,2,4,2,1,1,0,854,10,1
7,1,3,5,2,6,3,0,2,2,488,9,1
3,0,2,3,7,1,0,1,2,1,1814,3,1
4,0,2,1,4,1,3,0,1,0,3039,2,1
3,2,0,2,3,3,4,0,1,0,3707,3,1
8,0,0,7,8,5,4,0,0,0,4035,10,1
1,0,0,1,2,3,2,0,3,3,4386,6,1
6,0,2,6,2,3,4,1,0,0,2791,6,1
1,1,0,0,6,2,0,0,2,0,4455,10,1
2,1,2,2,4,1,2,0,2,1,3396,2,1
5,0,0,5,4,6,2,0,0,0,4708,6,1
2,1,0,1,7,6,5,1,1,1,2952,6,1
8,3,2,6,8,6,3,1,2,1,4434,3,1
6,0,3,0,4,3,4,0,2,1,2550,1,1
7,1,3,2,3,6,0,1,0,0,1454,2,1
6,3,0,1,6,2,1,0,1,1,4199,1,1
2,1,1,2,6,6,5,1,3,0,4239,5,1
8,1,0,8,7,6,3,0,0,0,4961,10,1
6,1,3,6,4,6,2,1,3,3,1513,4,1
6,0,1,1,6,3,0,1,1,0,1430,9,1
8,0,0,7,2,4,3,1,1,0,4888,10,1
3,3,2,2,4,2,3,1,2,2,693,3,1
1,0,0,0,3,3,3,0,1,1,2715,5,1
4,2,1,0,2,6,3,0,3,1,4369,2,1
8,3,1,3,8,4,2,1,1,1,2693,9,1
3,0,3,2,6,4,1,0,2,2,3452,4,1
4,2,1,0,2,5,1,0,1,1,4399,7,1
6,3,0,3,5,1,0,0,3,1,3105,3,1
6,0,1,2,6,6,1,1,1,1,3521,10,1
3,2,2,1,1,6,5,0,3,3,831,9,1
1,0,1,0,7,2,1,0,2,0,4688,2,1
2,2,0,2,8,2,3,0,3,2,4876,2,1
3,1,2,1,7,6,5,1,0,0,1936,4,1
3,0,0,2,3,1,2,1,1,0,3761,7,1
3,0,1,0,7,4,3,0,3,2,4649,9,1
3,0,2,1,1,3,5,0,1,0,4839,5,1
8,2,0,3,3,6,0,0,1,0,2655,7,1
1,0,1,0,6,4,1,1,1,0,4046,4,1
4,1,0,2,8,6,4,1,2,1,447,3,1
1,0,1,1,3,1,3,0,3,2,1635,8,1
2,1,0,0,2,2,0,1,1,0,1172,7,1
2,2,1,2,4,6,2,0,2,2,3994,7,1
3,2,3,1,1,4,5,1,0,0,4480,9,1
8,1,3,1,5,1,2,1,1,1,4660,6,1
5,1,2,3,8,2,4,1,1,0,706,10,1
5,0,3,4,2,6,0,1,0,0,507,9,1
6,0,0,1,5,5,0,0,1,0,350,10,1
4,2,3,2,5,6,5,0,0,0,3866,2,1
3,3,2,3,6,1,5,0,0,0,2408,6,1
3,2,3,2,5,1,4,1,0,0,1995,7,1
8,1,0,5,2,3,4,0,0,0,3942,0,1
6,2,3,6,5,3,4,1,1,0,4578,0,1
1,0,1,0,5,3,5,1,2,0,3775,3,1
4,0,0,4,1,6,0,0,3,2,4735,0,1
7,1,0,0,8,2,5,0,3,3,509,10,1
2,2,1,0,4,5,5,1,2,1,1026,0,1
5,2,2,1,8,2,0,1,0,0,4608,6,1
5,2,0,5,5,1,5,1,3,1,3939,0,1
3,1,3,0,5,2,4,1,0,0,1953,8,1
8,3,1,6,7,5,1,0,3,3,350,5,1
8,2,0,2,2,1,0,0,1,0,2094,10,1
5,0,3,2,2,4,0,0,3,2,1223,10,1
7,1,0,6,2,6,0,1,3,2,1517,5,1
1,0,0,1,2,5,4,0,2,1,3036,1,1
8,1,2,3,4,2,2,0,0,0,2839,4,1
8,1,2,8,4,1,2,1,1,1,3978,0,1
5,0,0,3,8,4,1,0,0,0,1950,5,1
5,1,3,2,7,1,0,1,1,0,1045,7,1
7,0,2,5,3,2,2,1,3,3,2370,6,1
2,2,1,2,4,6,1,1,2,1,4869,8,1
2,2,2,0,7,1,3,0,0,0,2763,2,1
1,1,0,0,2,3,3,0,1,1,4343,6,1
6,0,1,2,3,3,0,1,1,1,507,2,1
2,1,0,2,8,5,4,1,0,0,3277,5,1
4,1,0,1,5,4,3,0,2,1,4600,3,1
4,1,2,3,6,5,5,0,0,0,2044,2,1
4,0,1,2,2,1,5,1,2,1,886,1,1
2,0,1,1,3,6,4,0,3,1,4846,7,1
6,2,3,6,4,2,2,0,1,0,4735,6,1
2,0,2,0,1,3,2,0,0,0,2061,1,1
3,2,3,3,3,3,4,0,2,0,791,10,1
6,3,0,2,4,1,4,1,2,0,1761,1,1
5,0,2,4,4,5,2,0,2,1,1439,2,1
1,0,0,0,4,5,3,1,2,2,4527,4,1
6,3,1,6,1,2,5,1,2,0,1218,8,1
6,0,0,2,2,6,2,1,1,1,4270,6,1
6,0,2,1,3,6,4,0,1,1,4859,1,1
2,0,1,0,6,2,3,1,1,0,4584,4,1
8,1,3,1,7,4,1,1,2,2,4622,8,1
2,1,0,0,7,2,5,0,0,0,3552,6,1
1,1,0,0,4,3,0,1,0,0,1885,1,1
8,2,2,5,8,3,0,1,2,2,4945,7,1
3,2,2,2,8,4,5,1,0,0,2971,9,1
8,3,3,4,6,6,3,1,3,1,2812,3,1
6,0,1,1,4,6,2,1,2,1,3004,9,1
2,1,0,1,3,3,1,1,3,2,3175,0,1
7,1,2,2,8,2,0,0,1,0,3178,5,1
8,1,3,8,2,1,2,1,1,0,2083,3,1
2,0,0,0,3,2,0,0,3,3,2660,10,1
8,2,3,2,2,5,2,0,1,0,1709,4,1
4,0,3,4,3,2,3,1,1,1,1997,0,1
5,0,2,0,8,3,4,1,3,0,2809,3,1
2,0,0,1,6,4,3,1,0,0,2474,5,1
3,3,1,1,7,2,1,1,2,2,1402,3,1
8,0,2,0,5,3,0,1,1,1,4701,1,1
8,1,1,4,6,2,0,1,2,2,3691,9,1
5,2,1,2,1,5,1,1,3,1,830,9,1
2,2,1,2,8,6,5,0,2,0,3198,4,1
5,0,1,2,8,6,4,0,1,0,4098,5,1
5,1,0,1,4,3,4,1,2,0,2798,7,1
5,3,3,1,3,1,2,0,1,0,1903,9,1
8,2,1,8,7,4,5,1,1,1,2979,2,1
4,1,2,4,1,5,1,1,3,0,4541,8,1
8,0,0,7,1,3,2,0,3,2,2590,1,1
7,1,1,0,8,2,0,0,3,1,3567,2,1
8,0,3,3,8,6,0,0,2,2,1214,1,1
7,3,1,0,2,3,1,1,1,0,3177,5,1
8,1,3,2,2,4,1,1,1,0,353,1,1
4,3,0,4,5,3,1,1,3,0,2254,5,1
7,0,0,7,5,6,4,1,2,0,4264,10,1
2,0,2,0,1,4,2,0,0,0,4032,8,1
5,2,1,2,7,1,0,1,3,1,4111,3,1
7,1,0,6,1,5,4,1,3,2,2239,5,1
6,0,3,6,3,3,0,0,3,1,3057,10,1
1,1,0,1,2,4,4,1,2,1,2135,5,1
3,2,1,0,6,3,4,0,0,0,3328,4,1
8,3,2,2,8,2,5,0,3,2,2039,7,1
6,2,2,2,5,1,1,1,2,1,3007,3,1
3,1,0,1,1,5,2,1,0,0,2106,3,1
1,1,1,1,5,4,3,0,1,0,1798,5,1
6,3,1,3,1,2,1,0,2,1,1206,0,1
1,0,1,1,2,1,4,1,2,0,2079,9,1
2,0,0,0,7,4,0,1,2,0,1223,8,1
1,1,0,1,3,2,1,1,3,0,409,0,1
8,3,1,7,8,5,5,0,0,0,2280,8,1
8,2,1,3,7,3,0,1,1,0,2797,4,1
7,0,0,4,3,2,4,1,0,0,610,1,1
4,2,2,0,5,1,1,0,2,1,3048,9,1
3,0,0,3,7,4,0,0,3,3,567,1,1
1,1,1,0,3,1,4,1,1,1,1031,3,1
7,0,0,6,7,5,3,1,3,3,473,10,1
6,1,3,6,1,3,4,1,3,1,2248,3,1
7,0,2,6,7,2,3,0,3,1,1482,5,1
8,0,3,6,2,1,0,1,2,2,3551,0,1
7,3,3,0,1,3,2,0,0,0,4967,8,1
8,1,2,0,3,4,3,0,0,0,1539,2,1
2,1,2,0,1,4,3,1,0,0,1667,5,1
8,0,1,0,5,5,0,1,1,1,3423,9,1
7,3,2,4,2,2,3,1,2,2,1233,6,1
6,0,1,0,3,1,2,0,2,2,1105,8,1
1,0,0,1,6,3,1,0,3,1,4653,3,1
4,1,0,3,7,2,4,0,3,0,3071,7,1
7,3,0,7,2,5,3,0,3,3,3990,10,1
3,2,3,0,7,6,4,1,3,3,3946,5,1
7,2,2,6,1,1,1,1,2,1,4538,7,1
6,1,3,0,5,6,1,0,1,0,3928,7,1
1,0,0,0,5,5,5,1,0,0,3003,2,1
4,2,1,1,6,6,5,1,1,1,1094,3,1
6,2,1,0,2,4,1,0,1,1,2615,2,1
7,2,1,0,2,2,3,0,0,0,2366,2,1
2,1,1,2,8,6,5,0,0,0,3984,3,1
8,3,1,0,2,2,3,0,2,1,3246,8,1
5,1,0,0,5,1,3,0,2,0,1561,9,1
1,0,1,0,4,1,2,0,0,0,2730,10,1
8,3,3,0,6,6,5,1,1,1,2653,1,1
7,1,3,2,6,1,1,1,1,1,2659,9,1
3,0,2,1,4,4,1,1,2,0,4847,3,1
7,1,2,5,8,2,3,1,1,1,4944,0,1
7,1,3,3,7,5,0,1,1,1,2614,8,1
3,0,2,0,7,4,2,0,0,0,1339,6,1
2,0,2,2,5,5,3,1,3,0,1192,3,1
1,1,1,0,4,2,2,0,3,1,1689,7,1
3,1,1,3,3,6,3,1,2,1,4311,5,1
4,2,0,2,8,6,4,0,0,0,1258,10,1
6,0,0,3,2,1,1,1,1,1,2670,9,1
1,0,1,1,1,4,0,1,2,1,3130,10,1
8,3,1,1,7,5,1,1,2,1,2342,4,1
6,1,2,0,2,4,2,0,0,0,1325,0,1
5,1,1,4,6,1,2,1,0,0,400,3,1
6,0,3,4,6,6,0,0,1,0,1342,3,1
5,1,0,5,3,4,3,1,3,3,2321,0,1
2,2,1,0,1,2,5,0,2,2,691,5,1
5,3,0,3,2,2,5,1,3,3,3036,3,1
5,2,3,2,5,4,5,1,3,3,3255,6,1
6,3,3,5,6,1,3,1,2,1,1700,7,1
6,0,2,3,2,3,1,0,3,1,3834,3,1
1,1,0,1,1,5,4,0,1,0,1202,6,1
6,2,0,2,7,6,5,1,1,1,3737,3,1
4,1,1,3,3,3,1,0,1,0,752,3,1
6,3,1,2,1,6,2,0,1,0,2368,4,1
2,2,2,1,3,4,3,1,3,1,4219,4,1
1,0,0,0,4,1,1,1,1,0,3098,7,1
2,1,1,1,5,1,3,0,1,1,1211,0,1
5,1,2,0,6,1,0,1,3,0,2081,2,1
5,3,0,1,6,6,4,1,1,0,970,4,1
6,1,3,3,2,1,4,1,3,1,4745,8,1
6,1,2,3,8,6,2,1,2,0,3932,5,1
2,0,2,2,1,1,4,1,0,0,4440,4,1
4,2,2,1,1,4,5,1,0,0,2592,3,1
3,1,2,3,2,1,0,1,0,0,2835,8,1
3,0,0,2,7,5,5,1,2,2,873,2,1
6,1,0,4,7,3,5,0,3,0,2787,9,1
4,2,1,0,1,5,1,1,2,0,3240,6,1
5,2,1,3,1,2,5,1,0,0,3583,3,1
5,1,1,2,1,5,0,1,2,1,1984,4,1
2,0,0,2,7,1,5,1,3,1,3151,0,1
5,0,1,4,4,1,3,1,0,0,2338,0,1
2,2,1,2,4,1,2,0,2,0,1498,8,1
4,3,3,3,3,4,4,0,3,0,4195,5,1
1,1,0,0,2,4,1,1,3,2,1804,6,1
2,1,1,0,5,4,0,1,2,0,3557,3,1
8,2,0,1,7,5,5,1,1,1,4585,6,1
6,1,0,5,3,1,1,1,2,0,2156,10,1
5,2,1,3,7,1,4,0,3,2,4002,3,1
3,3,0,0,8,5,4,1,2,1,2134,4,1
7,2,1,5,1,2,5,1,3,3,642,9,1
1,1,0,0,4,6,4,0,3,1,3380,6,1
2,0,0,2,2,6,3,1,3,2,4523,6,1
8,1,1,1,2,2,0,0,2,2,2027,9,1
5,0,0,2,8,3,5,1,1,0,1301,6,1
2,2,0,0,3,3,1,0,1,0,4076,10,1
5,3,1,3,7,2,1,1,1,1,1259,6,1
8,0,0,4,5,3,3,0,2,0,1611,8,1
4,0,0,3,4,3,1,1,1,0,2462,4,1
5,0,3,0,1,1,0,1,0,0,742,1,1
4,2,1,2,8,3,5,0,0,0,2003,8,1
1,1,0,1,6,4,2,1,0,0,314,4,1
3,0,1,0,8,4,5,0,3,3,796,7,1
1,1,1,1,6,2,5,1,3,2,3116,0,1
4,0,2,2,3,6,0,0,0,0,4112,5,1
2,0,2,2,2,4,0,0,2,0,4150,4,1
4,2,2,0,8,4,3,1,2,1,1086,2,1
4,0,1,0,8,2,0,0,0,0,4816,5,1
1,0,0,1,7,3,5,1,0,0,1651,4,1
3,0,2,1,1,5,1,1,3,1,2639,1,1
5,1,1,1,3,4,1,1,2,2,871,4,1
7,3,3,4,7,5,1,0,3,1,705,1,1
1,1,0,1,3,3,4,1,1,1,470,9,1
7,2,1,7,7,5,2,0,3,1,2471,7,1
4,3,3,2,5,3,4,0,2,1,1731,10,1
4,0,2,4,6,1,4,0,3,2,1310,4,1
6,1,2,5,5,4,0,1,3,2,1989,6,1
3,0,1,3,3,3,0,1,0,0,3156,7,1
4,2,0,0,6,5,1,0,3,1,3090,5,1
7,3,1,6,3,2,1,0,1,1,2199,9,1
5,3,0,3,7,4,1,0,2,0,2714,0,1
5,1,1,2,5,6,2,0,1,1,4951,10,1
5,2,0,3,3,5,4,0,3,3,3419,7,1
3,3,3,2,6,4,5,0,0,0,2205,7,1
4,3,2,2,6,5,3,1,3,2,4906,8,1
2,1,1,1,5,1,1,1,2,2,2962,0,1
6,0,1,2,6,1,4,0,2,2,4354,2,1
2,0,0,2,5,5,2,0,0,0,3165,10,1
5,3,0,2,1,1,2,0,0,0,1758,0,1
7,2,3,6,2,2,1,0,0,0,1820,3,1
4,3,1,3,3,4,4,0,0,0,1491,1,1
3,0,1,2,4,1,1,1,0,0,1364,3,1
5,2,3,3,1,3,0,0,3,1,3658,1,1
6,2,0,2,7,4,4,1,0,0,4407,7,1
4,2,1,0,2,6,0,0,0,0,4595,7,1
5,3,3,3,6,3,5,1,1,1,4430,5,1
6,2,3,1,8,2,3,1,1,0,2364,8,1
3,1,1,1,4,3,4,0,3,2,3275,8,1
1,0,1,0,8,1,4,1,2,2,2760,0,1
4,2,2,3,1,6,4,1,0,0,3649,0,1
5,2,3,1,3,4,3,0,2,0,1138,1,1
3,1,2,2,3,1,5,1,1,0,1377,3,1
5,2,2,0,7,5,5,1,3,2,4874,7,1
8,2,0,6,4,4,0,1,0,0,3533,9,1
5,0,1,2,4,5,2,1,1,1,3264,8,1
4,2,2,3,4,4,5,1,3,3,2455,2,1
8,1,3,3,5,6,4,0,3,0,2484,1,1
5,2,2,3,4,6,4,0,0,0,2307,1,1
5,1,3,1,6,4,1,1,2,0,3691,7,1
2,0,1,2,1,5,4,0,3,2,1790,9,1
1,0,0,0,5,1,1,1,3,0,4334,5,1
8,3,1,4,7,5,5,0,2,2,982,0,1
1,1,1,1,6,6,0,1,0,0,3193,2,1
2,0,0,1,8,4,5,1,1,0,4290,7,1
3,0,0,3,2,5,1,1,1,1,3032,1,1
3,1,1,1,1,6,2,1,3,0,2184,1,1
6,3,1,5,4,3,2,1,1,1,2432,3,1
4,1,1,2,1,2,3,0,3,2,2749,6,1
1,0,1,0,2,1,0,1,3,0,368,0,1
6,3,0,0,5,2,5,1,1,0,1568,1,1
3,1,2,1,3,2,4,1,2,0,1681,10,1
5,3,3,4,8,4,4,1,1,1,3713,9,1
7,2,0,5,6,2,3,1,0,0,4794,4,1
8,3,0,0,7,6,0,0,3,0,2823,6,1
3,2,2,3,7,3,2,0,1,0,3263,1,1
1,1,0,1,4,3,5,0,0,0,2344,8,1
2,1,1,0,6,4,4,1,3,1,2334,4,1
5,1,0,0,8,5,0,1,1,0,2444,0,1
2,1,0,2,8,1,3,0,3,2,3312,0,1
2,0,1,2,2,5,1,1,2,2,4689,7,1
4,3,3,1,2,6,0,1,1,1,2725,6,1
8,3,2,7,5,4,4,0,0,0,1902,9,1
4,1,1,3,3,4,1,1,2,0,2182,10,1
1,0,0,0,3,5,5,1,3,0,3627,4,1
1,1,0,0,3,2,1,1,1,1,2993,6,1
5,0,1,4,2,5,0,0,3,3,4180,0,1
4,2,3,0,4,6,0,0,0,0,3858,0,1
4,3,0,3,3,2,0,1,3,0,1108,7,1
1,0,0,0,2,5,3,0,1,0,3880,0,1
4,0,1,4,1,3,5,0,3,1,1098,5,1
8,1,3,8,5,4,5,0,3,2,3751,5,1
2,0,0,2,5,3,0,0,2,2,1728,7,1
6,2,2,5,7,4,1,1,2,0,1793,8,1
5,0,2,0,8,6,3,0,0,0,691,9,1
8,0,1,4,6,5,2,0,1,0,3813,10,1
5,2,0,4,1,3,0,1,2,0,1341,0,1
7,0,1,4,1,6,0,1,3,2,3583,5,1
1,1,0,0,7,3,4,0,3,2,923,8,1
5,1,3,3,8,3,4,0,3,2,376,9,1
4,1,0,0,3,6,1,0,2,1,4747,3,1
1,0,0,1,3,5,3,1,1,1,4004,3,1
2,0,1,2,3,1,1,0,0,0,1203,3,1
1,0,0,0,7,3,1,1,3,2,962,0,1
7,1,3,3,6,2,4,0,0,0,2570,8,1
1,1,1,1,3,5,5,1,1,1,1789,5,1
1,1,0,0,2,5,4,0,0,0,1251,0,1
2,2,0,1,2,5,2,0,3,3,3001,2,1
5,3,3,3,2,6,2,0,3,1,1957,7,1
1,1,1,0,4,2,0,0,0,0,913,0,1
2,2,0,2,2,6,3,0,0,0,4817,9,1
5,2,3,2,6,5,1,0,2,1,2997,4,1
8,3,0,4,1,1,2,0,3,2,3443,3,1
3,2,2,1,8,6,3,0,1,1,4760,9,1
4,2,3,1,1,3,4,0,2,0,1657,7,1
5,2,1,3,5,1,4,0,0,0,2272,1,1
3,1,1,0,2,1,3,1,1,1,4151,7,1
