url_count,ip_url_count,suspicious_tld_count,long_url_count,urgent_count,credential_count,threat_count,reply_to_mismatch,attachment_count,suspicious_attachment_count,text_length,exclamation_count,phishing_percentage,label
5,0,0,1,4,4,4,1,2,0,1377,3,91,1
6,0,0,0,2,6,1,1,0,2,973,2,96,1
0,0,0,0,1,0,0,0,0,0,164,1,0,0
2,0,0,2,0,3,2,1,1,2,1331,2,96,1
0,0,0,0,0,0,1,0,0,0,305,0,7,0
1,0,0,0,1,1,1,0,0,0,384,0,9,0
0,0,0,0,1,0,1,0,0,0,195,0,8,0
2,2,0,2,1,1,3,1,0,0,569,1,57,1
2,0,2,1,1,3,2,1,1,0,409,8,61,1
3,1,1,0,1,5,0,1,0,1,1669,3,80,1
0,0,0,0,0,1,1,0,0,0,170,1,3,0
0,0,0,0,0,0,0,0,0,0,281,0,7,0
1,0,0,1,0,2,0,0,0,0,385,1,42,0
0,0,0,2,6,0,4,1,1,2,1044,2,74,1
1,0,0,0,4,0,1,0,0,0,809,4,33,0
0,0,0,0,0,0,1,0,0,0,429,0,16,0
1,0,1,2,3,3,0,1,1,2,882,3,75,1
0,0,0,0,0,1,1,0,0,0,197,1,26,0
0,0,1,1,5,4,5,1,1,1,217,8,79,1
2,0,2,1,5,4,0,0,0,0,451,5,42,0
3,2,1,0,3,6,1,0,2,2,645,6,89,1
1,0,1,1,1,6,5,1,2,0,864,1,61,1
4,1,0,2,1,1,1,1,0,0,1192,2,100,1
3,0,0,1,3,1,1,0,0,0,615,2,45,0
0,0,0,0,1,2,0,1,2,2,458,0,82,1
0,0,1,0,6,5,3,0,0,1,916,0,100,1
1,0,0,0,6,0,1,0,0,0,540,3,33,0
0,0,0,0,1,1,0,0,0,0,119,0,23,0
0,0,2,0,4,1,1,1,0,2,1368,2,78,1
0,0,0,0,1,1,0,0,0,0,188,0,17,0
0,0,2,0,3,0,0,1,0,0,1095,0,48,0
1,0,1,1,0,5,1,0,0,0,950,0,41,0
3,0,1,1,1,5,4,1,0,0,130,5,60,1
1,0,0,0,0,0,1,0,0,0,533,0,29,0
3,2,0,0,5,0,1,0,1,0,334,0,56,1
4,1,1,2,0,3,2,0,0,2,303,6,82,1
1,0,1,0,5,1,1,0,0,0,465,7,44,0
3,2,1,1,3,6,0,1,2,0,526,4,60,1
2,0,2,0,6,2,3,0,1,1,796,1,77,1
4,1,0,0,6,6,3,0,0,1,474,0,65,1
1,0,0,0,0,1,1,0,0,0,373,1,21,0
1,0,0,0,0,0,1,0,0,0,453,1,9,0
2,0,2,1,4,2,3,0,0,1,1890,4,99,1
4,1,2,0,3,6,1,1,2,2,184,4,98,1
3,0,0,2,3,5,5,1,0,2,124,0,88,1
2,0,2,1,5,2,3,1,0,0,900,4,76,1
1,0,0,0,6,0,0,0,0,0,695,3,30,0
4,0,1,2,3,0,2,1,2,0,1400,6,61,1
0,0,0,1,4,4,2,1,0,1,204,6,94,1
3,0,2,1,6,5,2,1,1,1,1838,7,93,1
1,0,0,0,0,1,0,0,0,0,476,1,16,0
0,0,2,2,4,4,0,0,0,1,1073,2,88,1
0,0,2,1,2,0,5,1,2,2,888,0,73,1
0,0,0,1,3,1,0,0,0,0,445,0,37,0
0,0,0,0,1,1,1,0,0,0,706,0,29,0
0,0,0,0,1,1,1,0,0,0,781,0,27,0
1,0,0,0,1,0,0,0,0,0,193,0,2,0
3,1,2,2,2,6,0,0,2,0,1025,8,53,1
4,1,1,0,4,6,2,0,1,1,1638,3,82,1
3,0,1,2,6,1,5,1,1,0,744,5,73,1
1,0,0,0,0,0,0,0,0,0,455,1,2,0
1,0,0,0,1,0,1,0,0,0,449,1,7,0
1,0,0,0,1,0,0,0,0,0,529,0,3,0
0,0,0,2,5,0,3,0,2,2,463,8,97,1
0,0,1,0,4,1,3,1,0,0,1049,1,78,1
0,0,1,2,2,1,3,1,0,0,161,3,58,1
5,2,2,2,5,1,0,0,1,1,1507,0,91,1
1,0,0,0,1,1,1,0,0,0,127,1,14,0
1,0,2,1,6,4,3,0,0,1,629,8,76,1
1,0,0,0,0,1,0,0,0,0,155,0,20,0
6,2,2,2,0,3,5,0,1,1,1128,0,100,1
3,0,2,1,5,1,0,1,0,0,1180,0,49,0
1,0,0,0,1,0,0,0,0,0,436,0,13,0
1,0,0,0,0,0,1,0,0,0,155,0,25,0
2,0,1,0,1,0,4,0,2,0,234,7,52,1
1,0,0,0,0,0,1,0,0,0,663,0,20,0
2,1,2,1,6,0,5,0,1,0,1157,8,83,1
4,1,2,0,5,5,3,1,0,0,958,8,84,1
1,0,0,0,0,1,0,0,0,0,187,1,0,0
3,0,0,2,0,4,1,0,0,0,345,7,51,1
0,0,0,0,1,0,1,0,0,0,243,1,7,0
1,0,0,0,1,0,1,0,0,0,442,1,27,0
0,0,0,0,0,0,1,0,0,0,438,0,0,0
0,0,0,2,2,0,1,0,0,0,710,0,38,0
0,0,0,1,2,1,0,0,2,1,1267,7,74,1
0,0,2,1,5,6,3,0,0,0,701,3,51,1
2,0,0,2,2,0,1,1,0,0,555,6,48,0
2,0,0,0,6,0,1,0,0,0,908,5,32,0
2,2,0,0,6,3,5,1,2,2,400,1,99,1
3,0,1,0,4,2,1,1,0,0,941,2,45,0
0,0,0,0,0,1,0,0,0,0,490,1,25,0
3,1,2,0,1,2,4,1,2,0,1092,2,59,1
0,0,0,0,1,0,1,0,0,0,288,0,17,0
1,0,1,1,3,0,3,1,0,0,487,5,52,1
1,0,2,2,4,6,0,0,0,0,756,8,48,0
3,1,2,2,3,5,3,1,2,0,862,6,94,1
1,0,0,0,0,0,1,0,0,0,368,0,1,0
1,0,0,0,0,0,1,0,0,0,202,0,6,0
4,0,0,0,3,0,0,0,0,1,709,0,97,1
5,2,1,1,1,6,4,0,1,2,1435,3,83,1
1,0,0,0,0,0,1,0,0,0,160,0,4,0
1,0,0,0,1,0,1,0,0,0,235,0,26,0
4,2,1,2,2,6,5,1,1,0,1620,2,75,1
0,0,0,1,4,0,0,0,0,0,631,2,37,0
1,0,0,0,0,0,1,0,0,0,536,1,29,0
0,0,2,2,3,1,4,0,2,1,923,8,77,1
0,0,0,0,0,1,1,0,0,0,351,0,16,0
3,1,0,2,3,4,2,1,0,0,694,0,57,1
0,0,0,1,3,1,0,0,0,0,827,2,39,0
0,0,0,2,1,3,1,0,0,0,970,6,40,0
0,0,0,0,0,1,1,0,0,0,607,0,12,0
1,0,1,1,0,1,3,0,2,2,467,0,82,1
1,0,0,0,0,0,1,0,0,0,298,0,18,0
0,0,1,2,1,6,2,1,1,0,1018,4,58,1
4,0,1,1,3,0,3,1,0,0,745,1,70,1
1,0,0,0,1,1,0,0,0,0,498,0,0,0
3,2,0,2,4,6,2,0,1,2,589,2,100,1
4,1,0,1,2,3,1,1,0,2,250,8,68,1
0,0,1,1,4,5,0,0,0,0,757,7,45,0
1,0,0,0,5,1,1,0,0,0,354,1,33,0
0,0,1,0,0,2,0,0,0,0,737,5,50,1
0,0,0,2,2,0,0,0,0,0,718,8,39,0
0,0,0,0,0,0,0,0,0,0,702,1,19,0
1,0,0,2,2,6,4,1,2,0,670,0,50,1
3,2,2,0,1,3,2,0,2,2,792,1,84,1
2,0,2,1,5,4,0,0,0,0,584,5,48,0
3,0,0,0,1,4,3,1,1,0,1130,8,92,1
1,0,0,0,1,0,1,0,0,0,121,0,6,0
0,0,0,0,0,1,0,0,0,0,140,0,5,0
0,0,0,0,1,1,0,0,0,0,198,1,25,0
2,2,1,2,0,2,1,1,0,0,1447,1,68,1
1,0,0,0,0,1,1,0,0,0,262,0,14,0
1,0,0,0,0,1,0,0,0,0,343,1,2,0
1,0,0,0,5,1,1,0,0,0,591,0,34,0
1,0,0,1,6,0,2,1,2,0,1364,5,68,1
1,1,1,1,6,3,3,0,1,0,608,5,93,1
4,1,0,1,1,0,1,1,0,2,1194,4,89,1
0,0,0,0,1,1,1,0,0,0,103,0,2,0
3,0,0,1,6,0,1,0,0,0,185,6,49,0
1,1,0,1,0,1,5,0,2,0,978,4,50,1
0,0,0,0,0,0,0,0,0,0,403,0,1,0
0,0,0,0,0,0,0,0,0,0,473,0,21,0
1,0,0,0,1,0,0,0,0,0,492,1,2,0
2,2,1,2,4,2,1,0,2,2,1788,2,96,1
0,0,2,2,4,3,0,0,1,0,814,7,50,1
2,0,0,1,2,1,0,0,0,0,144,5,37,0
2,0,0,2,4,1,1,0,0,0,437,3,36,0
0,0,2,0,5,4,0,1,1,2,817,8,65,1
1,0,0,0,1,1,1,0,0,0,515,0,27,0
1,0,0,0,0,0,1,0,0,0,731,1,21,0
1,0,0,0,1,1,0,0,0,0,220,1,6,0
1,0,0,0,0,1,1,0,0,0,131,1,13,0
1,0,0,0,1,0,1,0,0,0,307,0,1,0
0,0,0,0,1,0,1,0,0,0,616,1,16,0
0,0,0,0,1,0,0,0,0,0,134,1,3,0
0,0,0,0,1,1,0,0,0,0,423,1,29,0
1,0,0,0,1,0,1,0,0,0,166,0,6,0
1,0,0,0,0,0,0,0,0,0,704,5,32,0
1,0,0,2,2,0,1,0,0,0,370,5,39,0
0,0,0,0,1,1,0,0,0,0,426,1,27,0
0,0,0,0,1,1,1,0,0,0,514,0,15,0
2,1,0,2,1,1,2,1,1,0,1245,7,54,1
0,0,2,1,0,6,1,0,2,0,1079,7,50,1
0,0,0,0,6,5,0,0,0,0,1335,5,93,1
3,0,0,0,6,6,1,1,0,0,372,3,55,1
3,1,1,0,1,6,4,0,1,0,435,6,72,1
3,2,2,2,1,2,1,1,1,0,584,2,58,1
1,0,0,0,0,0,0,0,0,0,344,0,28,0
0,0,0,0,1,0,0,0,0,0,316,0,2,0
0,0,0,0,1,1,0,0,0,0,317,1,29,0
0,0,2,0,6,5,3,1,1,0,272,5,63,1
2,0,0,0,2,0,1,0,0,0,158,7,34,0
1,0,2,2,4,4,0,0,0,0,306,8,41,0
0,0,0,0,0,0,1,0,0,0,907,1,28,0
0,0,0,0,5,0,0,0,0,0,892,6,31,0
5,0,0,1,3,3,3,0,0,0,948,8,80,1
0,0,1,1,5,3,0,1,0,0,1243,5,89,1
0,0,0,0,1,0,1,0,0,0,414,1,6,0
1,0,0,0,0,1,0,0,0,0,138,1,21,0
2,2,0,0,3,2,0,1,1,1,1136,2,90,1
3,1,0,1,4,0,3,0,0,0,181,3,54,1
3,0,2,2,2,5,3,1,1,2,245,4,90,1
3,1,1,2,3,5,4,0,0,2,545,7,73,1
4,2,2,1,6,4,0,1,2,2,1136,6,95,1
1,0,0,0,1,0,1,0,0,0,405,0,4,0
1,0,0,0,1,1,0,0,0,0,230,0,18,0
1,1,1,0,1,0,1,0,2,0,774,4,95,1
2,0,1,0,0,5,0,0,2,1,994,2,71,1
0,0,0,0,1,1,1,0,0,0,276,0,17,0
1,0,2,1,5,4,1,0,0,0,231,8,43,0
4,2,0,0,1,3,4,1,0,1,1446,8,99,1
0,0,0,1,4,0,1,0,0,0,814,1,37,0
1,1,2,2,2,3,2,1,2,2,1327,8,93,1
1,0,0,0,0,1,1,0,0,0,803,7,34,0
2,2,1,0,5,4,1,0,2,1,415,3,79,1
0,0,2,0,4,1,3,0,1,0,920,2,50,1
0,0,0,0,1,1,1,0,0,0,263,1,0,0
4,1,1,1,3,5,4,1,1,1,1639,5,87,1
2,0,0,1,3,3,2,0,0,0,207,6,63,1
3,1,2,1,6,4,1,1,2,0,831,1,67,1
3,1,1,1,0,1,1,1,1,0,632,1,53,1
4,2,2,1,2,0,1,0,0,2,932,8,98,1
0,0,1,1,6,0,5,0,1,0,140,3,54,1
1,0,2,1,6,2,1,0,2,0,942,0,52,1
0,0,0,0,1,0,0,0,0,0,131,1,22,0
0,0,1,2,4,0,4,1,2,0,1786,7,95,1
3,2,1,0,6,2,2,0,2,1,324,3,76,1
3,0,2,1,4,0,1,1,0,0,186,7,46,0
1,0,0,0,1,1,1,0,0,0,621,0,26,0
2,1,2,2,1,4,2,0,1,2,1386,8,73,1
0,0,0,0,1,0,0,0,0,0,467,1,5,0
0,0,0,0,5,0,0,0,0,0,192,5,34,0
4,0,1,2,2,4,0,1,0,1,414,0,67,1
0,0,0,0,1,1,1,0,0,0,392,1,29,0
2,2,1,0,5,2,0,1,2,0,647,8,58,1
1,0,0,2,4,6,5,0,2,1,1711,8,92,1
2,0,2,1,1,1,5,0,0,0,979,0,50,1
5,1,2,2,3,5,4,1,0,1,960,7,94,1
2,0,0,0,0,1,0,0,0,0,816,0,37,0
3,0,0,2,1,5,0,1,0,0,288,8,49,0
0,0,2,2,1,2,1,1,1,1,1253,4,97,1
0,0,0,0,1,3,5,0,0,0,1070,1,53,1
0,0,0,0,3,5,4,0,0,0,977,5,57,1
2,0,0,0,4,1,0,0,0,0,787,8,34,0
1,0,0,1,4,1,1,0,0,0,172,7,35,0
3,1,1,0,4,4,0,0,1,0,530,7,53,1
0,0,2,0,2,3,4,0,2,2,719,5,65,1
4,2,2,1,1,3,4,0,2,1,1227,8,65,1
3,0,2,0,6,1,0,1,1,0,262,2,56,1
2,0,0,0,3,0,0,0,0,0,217,0,30,0
2,2,0,2,6,4,0,0,2,2,1205,8,80,1
3,2,0,2,6,1,0,1,0,1,894,0,82,1
0,0,0,0,1,0,0,0,0,0,592,0,15,0
4,0,1,2,4,1,1,1,2,2,1457,6,75,1
2,2,1,0,1,5,2,0,1,1,771,7,84,1
4,1,2,2,6,1,1,1,1,2,1013,0,65,1
3,0,2,0,6,1,5,0,0,0,761,5,62,1
2,0,0,2,6,6,1,0,0,0,1001,0,43,0
1,0,2,0,4,3,0,1,0,0,673,4,45,0
1,0,0,0,1,0,0,0,0,0,139,1,5,0
1,0,0,0,1,0,0,0,0,0,256,0,8,0
2,0,0,1,4,3,0,1,2,1,1690,8,82,1
0,0,2,2,3,6,3,1,2,0,391,3,77,1
2,2,1,1,3,4,2,1,1,1,1276,4,81,1
0,0,0,0,1,1,1,0,0,0,516,0,3,0
1,0,0,0,0,0,1,0,0,0,591,0,8,0
3,2,2,0,6,0,2,1,1,1,1546,2,97,1
5,2,0,2,3,1,0,1,2,2,526,0,76,1
0,0,0,0,1,1,1,0,0,0,267,0,17,0
0,0,0,0,1,0,1,0,0,0,854,1,29,0
1,0,0,0,1,0,1,0,0,0,498,0,8,0
1,1,1,1,6,3,5,1,1,0,461,1,59,1
2,0,2,2,2,4,1,0,0,0,268,7,44,0
2,0,0,0,4,0,1,0,0,0,165,7,34,0
1,0,0,0,0,0,0,0,0,0,139,0,0,0
0,0,0,0,6,6,2,1,2,0,1082,6,51,1
0,0,2,0,5,3,3,1,0,2,363,2,89,1
3,1,2,2,1,1,0,0,1,2,812,0,68,1
4,1,2,0,0,4,1,1,1,1,1041,1,73,1
5,1,1,1,3,0,0,0,1,2,907,3,76,1
0,0,0,0,1,0,0,0,0,0,796,3,35,0
2,0,0,0,4,0,0,0,0,0,313,7,34,0
1,1,1,1,4,5,0,0,1,0,1026,1,54,1
0,0,2,1,2,6,1,0,0,0,223,4,41,0
0,0,0,2,1,0,0,0,0,0,895,5,37,0
1,0,0,0,1,1,1,0,0,0,544,1,8,0
1,0,0,0,0,0,1,0,0,0,352,1,17,0
1,1,0,0,4,4,2,1,2,2,785,5,96,1
1,0,1,2,3,3,2,0,1,2,192,0,74,1
1,0,0,0,0,0,1,0,0,0,451,0,27,0
5,0,1,1,5,2,4,1,1,0,469,8,93,1
1,0,1,1,6,1,1,0,1,1,665,6,68,1
5,2,0,1,5,3,2,0,0,1,290,1,93,1
2,0,0,0,6,1,1,0,0,0,703,5,33,0
0,0,0,0,0,0,1,0,0,0,114,1,27,0
0,0,0,1,3,1,1,0,0,0,197,8,36,0
0,0,0,0,1,0,0,0,0,0,202,1,24,0
0,0,0,0,2,0,0,0,0,0,432,1,31,0
1,0,0,0,0,1,1,0,0,0,522,0,8,0
0,0,1,2,0,4,3,0,0,2,1475,6,80,1
4,1,1,1,1,2,3,0,1,2,1222,0,80,1
1,0,0,0,0,0,0,0,0,0,481,1,18,0
0,0,0,0,0,1,0,0,0,0,154,0,22,0
0,0,0,0,0,1,1,0,0,0,762,1,24,0
0,0,0,0,2,5,0,0,1,0,155,6,89,1
3,0,0,1,0,2,2,0,0,0,295,6,52,1
1,0,2,2,1,1,1,0,1,0,176,0,54,1
0,0,2,0,1,5,0,0,0,0,148,5,40,0
1,0,2,0,0,5,0,0,0,0,333,3,48,0
2,0,0,0,2,0,0,0,0,0,689,1,32,0
0,0,0,0,0,1,0,0,0,0,629,1,24,0
0,0,0,0,0,0,1,0,0,0,443,1,14,0
2,1,0,0,2,1,4,1,1,1,1348,7,86,1
0,0,1,2,4,3,3,0,1,0,456,0,54,1
6,2,1,0,3,6,3,1,2,0,666,8,93,1
5,1,0,2,3,6,1,1,1,0,785,2,81,1
3,0,1,1,4,6,0,1,0,0,1099,6,49,0
1,0,0,0,0,0,1,0,0,0,526,1,20,0
1,0,0,0,1,1,0,0,0,0,355,1,13,0
2,0,1,1,6,2,3,1,2,1,1465,3,74,1
0,0,2,2,5,5,1,0,0,0,360,8,43,0
2,0,0,0,2,1,1,0,0,0,1111,2,43,0
0,0,0,1,3,0,0,0,0,0,756,7,38,0
5,1,0,2,5,4,1,1,1,0,1450,4,82,1
2,2,2,1,1,5,4,0,1,0,307,6,52,1
4,0,1,2,3,4,5,0,2,2,1640,8,93,1
5,0,1,0,2,6,1,0,0,1,1936,8,100,1
1,1,0,0,1,0,3,0,1,0,877,0,83,1
1,0,0,1,4,4,3,1,2,0,139,8,60,1
1,0,0,0,1,0,0,0,0,0,234,0,17,0
1,0,0,0,4,1,1,0,0,0,506,2,36,0
2,0,1,0,5,4,0,0,0,0,497,4,41,0
1,0,0,0,4,0,1,0,0,0,384,4,44,0
0,0,0,0,1,1,0,0,0,0,441,0,1,0
1,0,0,0,1,1,1,0,0,0,190,1,23,0
0,0,2,2,1,1,2,0,2,0,327,0,57,1
1,0,0,0,0,0,1,0,0,0,684,0,13,0
1,0,0,0,0,1,0,0,0,0,183,0,14,0
0,0,0,0,1,1,0,0,0,0,587,1,28,0
1,1,2,0,2,0,4,1,0,0,227,1,61,1
3,2,0,0,0,2,4,0,0,0,920,0,55,1
2,0,0,2,5,0,0,0,0,0,148,4,36,0
1,0,0,2,4,6,3,1,0,1,1214,0,83,1
0,0,0,1,1,0,1,1,2,2,774,4,95,1
2,0,0,0,2,1,0,1,0,2,1079,1,70,1
4,0,0,2,3,0,0,1,1,0,302,1,62,1
0,0,0,2,0,4,5,1,0,0,377,4,63,1
0,0,2,2,6,5,0,1,0,0,344,2,59,1
3,2,1,1,1,3,5,0,2,0,993,7,68,1
2,1,1,1,6,3,1,0,0,2,263,0,65,1
3,1,2,0,5,3,0,1,0,0,1413,2,81,1
1,0,0,0,1,0,0,0,0,0,343,0,15,0
0,0,1,0,3,4,1,0,0,0,479,6,42,0
1,0,0,0,1,1,1,0,0,0,271,1,8,0
1,0,0,0,1,0,0,0,0,0,242,1,22,0
1,0,0,2,6,0,1,0,0,0,697,8,36,0
5,2,1,2,4,2,3,1,2,1,1137,3,76,1
0,0,0,0,1,0,1,0,0,0,321,1,7,0
2,0,1,0,2,2,1,0,0,0,398,2,44,0
0,0,0,1,3,1,5,1,1,0,851,0,57,1
1,0,0,0,6,0,1,0,0,0,123,0,33,0
1,0,0,0,1,0,0,0,0,0,105,1,10,0
3,0,1,0,6,5,4,1,0,0,107,6,65,1
0,0,0,1,1,4,1,0,1,0,934,2,52,1
0,0,0,0,0,1,0,0,0,0,243,0,24,0
0,0,0,0,0,0,0,0,0,0,390,0,18,0
2,1,1,0,4,1,2,1,0,0,658,1,68,1
1,0,0,0,1,0,0,0,0,0,290,0,4,0
0,0,1,2,0,6,2,0,1,1,398,2,90,1
5,2,2,0,6,0,3,1,0,2,1534,5,98,1
4,0,2,1,4,1,0,0,2,0,135,1,62,1
1,0,0,0,0,1,1,0,0,0,224,1,3,0
1,0,0,0,0,0,1,0,0,0,394,1,9,0
3,1,1,2,5,1,4,0,0,0,1413,8,71,1
4,2,0,0,3,1,2,1,2,2,1554,0,86,1
1,1,2,2,6,0,5,0,0,0,1787,7,86,1
0,0,0,0,6,1,0,0,0,0,426,5,32,0
2,1,1,1,4,4,2,0,2,1,482,0,70,1
3,2,2,0,5,2,2,0,2,0,1212,6,53,1
1,0,0,0,0,0,1,0,0,0,269,1,1,0
1,0,1,1,2,3,0,0,1,0,751,2,58,1
3,0,0,1,5,4,0,1,2,0,1230,0,56,1
1,0,0,0,0,0,1,0,0,0,299,1,17,0
3,2,2,0,5,4,3,1,1,1,1041,7,92,1
1,0,0,0,0,1,0,0,0,0,346,0,23,0
0,0,0,0,1,1,0,0,0,0,885,0,32,0
0,0,0,1,5,0,1,0,0,0,213,5,35,0
0,0,1,2,0,2,1,0,0,0,745,7,43,0
2,0,0,0,3,0,1,0,0,0,676,6,36,0
0,0,0,0,1,0,1,0,0,0,331,0,1,0
0,0,0,0,1,0,1,0,0,0,791,4,30,0
1,0,0,0,2,5,0,1,0,0,563,0,45,0
0,0,0,0,4,1,1,0,0,0,288,1,35,0
1,0,1,1,1,4,1,0,0,0,718,1,56,1
3,2,0,0,2,5,1,0,1,0,883,3,52,1
0,0,0,0,6,2,0,0,0,0,572,2,60,1
0,0,2,1,0,1,1,0,1,0,295,0,64,1
0,0,0,0,0,0,1,0,0,0,331,1,13,0
3,0,2,0,0,0,5,0,0,2,1291,5,77,1
0,0,0,0,6,2,3,1,2,0,1108,1,55,1
2,1,2,1,0,5,3,0,0,0,685,5,65,1
6,0,0,2,1,0,3,1,1,2,1673,1,93,1
1,0,0,1,2,1,1,0,0,0,957,3,36,0
0,0,2,1,6,2,1,0,0,0,1024,7,56,1
3,2,1,1,0,2,1,1,2,0,956,1,54,1
0,0,0,0,0,0,1,0,0,0,588,0,16,0
0,0,0,0,1,0,5,0,1,0,1079,8,52,1
3,0,1,2,6,3,5,1,0,1,603,2,87,1
0,0,0,0,1,0,1,0,0,0,699,0,19,0
0,0,0,0,1,1,1,0,0,0,524,0,9,0
0,0,1,0,4,2,1,0,0,0,159,3,63,1
2,0,2,2,4,5,1,0,2,0,249,3,58,1
1,0,0,0,1,1,1,0,0,0,489,0,18,0
1,0,0,0,1,0,1,0,0,0,667,0,16,0
3,1,1,2,0,2,1,0,0,0,301,4,87,1
0,0,1,0,5,3,3,1,0,1,1011,3,85,1
0,0,0,1,1,2,1,1,0,0,551,3,47,0
2,2,1,1,6,3,4,1,1,0,632,8,62,1
2,2,1,0,1,2,4,1,2,0,852,1,56,1
1,0,0,0,1,0,1,0,0,0,102,1,2,0
1,1,1,1,4,2,0,0,2,0,963,2,74,1
3,1,2,1,1,4,1,1,2,0,1357,7,96,1
1,1,2,1,6,1,0,0,2,0,716,6,74,1
5,1,0,0,1,6,1,1,1,1,1226,0,100,1
1,0,0,1,5,1,0,0,0,0,482,1,36,0
2,2,2,0,3,0,1,0,2,2,1184,2,66,1
1,0,0,0,1,0,0,0,0,0,297,1,11,0
5,0,2,0,4,5,5,1,1,0,1569,6,82,1
3,2,1,0,3,1,3,0,2,0,387,8,62,1
1,0,0,0,1,6,1,0,0,0,1160,4,54,1
2,0,1,1,6,6,4,0,0,0,535,6,64,1
3,0,2,0,5,4,4,1,1,0,275,3,57,1
0,0,1,2,5,2,1,1,0,0,372,0,48,0
2,1,1,2,5,6,0,0,0,0,635,5,71,1
6,0,2,0,2,0,5,0,0,0,1940,5,97,1
1,0,0,0,3,1,0,0,0,0,653,0,37,0
0,0,0,0,1,1,0,0,0,0,162,1,27,0
1,0,0,0,0,0,1,0,0,0,307,1,7,0
2,0,2,0,6,2,1,0,1,2,1422,3,65,1
2,1,1,1,4,0,1,0,2,0,1409,0,61,1
1,0,0,0,1,1,1,0,0,0,558,0,13,0
3,2,1,0,0,4,0,0,1,0,310,6,62,1
4,2,2,2,5,1,3,0,1,0,318,5,77,1
3,1,2,1,0,0,4,1,1,1,829,8,66,1
0,0,0,0,0,1,0,0,0,0,587,0,25,0
2,0,1,2,1,2,1,1,1,2,1204,1,92,1
2,1,1,1,5,1,4,1,0,1,590,3,75,1
4,2,0,1,1,3,3,0,0,1,1534,7,74,1
2,0,0,0,5,2,1,0,0,0,971,6,42,0
3,2,0,0,6,6,1,0,0,2,798,3,70,1
1,0,0,0,0,1,1,0,0,0,540,0,20,0
1,0,0,0,0,1,0,0,0,0,268,5,32,0
1,0,0,0,1,1,0,0,0,0,344,0,16,0
3,0,0,2,4,3,1,0,2,1,558,8,69,1
6,0,1,1,3,3,5,0,0,2,699,2,91,1
0,0,2,2,3,5,1,0,0,0,303,0,40,0
4,0,0,1,0,1,0,0,0,2,1856,4,99,1
0,0,0,0,1,1,1,0,0,0,321,0,18,0
2,0,2,1,6,6,1,0,0,0,1061,1,44,0
4,2,1,0,5,4,4,1,0,1,847,6,96,1
1,0,1,1,3,2,0,0,0,0,873,8,44,0
0,0,0,0,2,1,0,0,0,0,117,5,30,0
0,0,0,0,1,0,1,0,0,0,473,0,19,0
3,2,0,2,1,1,0,0,1,0,1377,0,99,1
0,0,2,1,3,5,1,1,0,0,333,5,58,1
4,0,0,1,0,5,5,0,0,0,241,6,63,1
6,0,1,0,0,4,0,0,1,1,1247,3,90,1
2,1,1,2,3,6,4,0,0,1,691,8,85,1
1,1,1,0,4,1,0,1,2,0,925,7,64,1
0,0,1,0,5,4,3,1,1,2,591,2,72,1
0,0,0,0,0,1,0,0,0,0,518,1,2,0
2,0,2,0,2,3,4,1,1,0,440,7,54,1
1,1,0,0,6,0,5,0,0,2,901,0,85,1
1,0,0,0,1,0,1,0,0,0,188,0,11,0
2,1,0,0,3,0,3,0,2,0,1420,3,71,1
1,0,0,0,3,0,1,0,0,0,712,3,30,0
0,0,0,0,0,0,0,0,0,0,401,0,1,0
4,2,0,0,4,3,4,0,2,0,734,8,67,1
0,0,0,0,0,1,1,0,0,0,133,1,5,0
4,0,2,2,0,4,5,0,0,1,551,7,69,1
3,0,0,1,3,1,4,0,2,0,268,2,53,1
1,0,0,0,0,1,1,0,0,0,569,1,17,0
3,0,1,2,1,0,0,0,1,2,1223,3,98,1
5,0,0,2,3,3,1,1,2,2,694,2,86,1
0,0,0,0,1,0,1,0,0,0,338,1,12,0
2,2,0,2,0,3,3,1,1,0,301,8,52,1
3,1,0,2,4,4,1,1,0,0,985,8,63,1
2,0,0,2,5,3,5,0,1,1,452,2,67,1
1,0,0,0,1,1,1,0,0,0,627,0,23,0
1,1,2,1,0,3,2,0,0,2,1412,8,72,1
0,0,1,2,4,1,2,0,0,1,799,7,77,1
3,0,1,1,4,6,3,1,1,0,151,8,61,1
1,0,0,0,0,1,0,0,0,0,174,1,24,0
1,0,0,0,0,1,1,0,0,0,594,0,15,0
0,0,2,1,6,3,2,0,2,2,1003,1,73,1
0,0,2,1,0,0,5,1,0,0,1571,2,82,1
1,0,0,0,4,0,1,0,0,0,674,7,33,0
2,0,1,0,5,1,0,0,0,0,389,3,44,0
0,0,0,0,0,0,1,0,0,0,424,0,2,0
1,0,0,0,0,1,1,0,0,0,275,0,8,0
2,0,0,0,1,6,1,1,2,0,531,1,51,1
4,0,1,0,0,0,3,0,0,0,635,2,81,1
3,0,0,1,5,6,1,1,0,0,589,7,49,0
5,1,0,2,6,2,3,0,2,1,724,6,94,1
4,1,1,2,6,3,2,0,2,1,1211,7,84,1
1,1,2,1,2,2,1,1,1,2,234,4,100,1
3,0,2,2,5,6,1,1,0,0,1152,3,48,0
5,1,2,0,6,2,4,0,2,1,1441,8,85,1
1,1,1,0,3,3,2,1,0,0,415,0,54,1
3,1,1,2,3,0,4,1,0,0,1683,6,84,1
6,2,2,0,5,6,5,1,1,0,1884,6,98,1
5,1,2,0,2,0,5,1,1,0,839,0,76,1
1,1,1,1,1,5,0,0,1,0,674,2,76,1
